ID,dPLI,Hub
WSAS02,0.0584976720328282,2.19302177771462
WSAS05,0.0264434188034188,1.18678275161383
WSAS09,0.149107545787546,1.78066973505129
WSAS10,0.0643466111111111,0.780469024486833
WSAS11,0.0285705494505494,1.24994978462433
WSAS12,0.0385678388278388,0.924782355032706
WSAS13,0.036793253968254,0.463615864540647
WSAS18,0.0247966314699793,0.792146638039921
WSAS19,0.129390819444445,1.15793519388602
WSAS20,0.0629858241758242,1.87499964393228
WSAS22,0.0281609861111111,1.53651355008821
